Year,Country of residence,Country,Refugee,Refugees
2017,Ecuador,India,*,0
2017,Ecuador,Iran (Islamic Rep. of),23,23
2017,Ecuador,Iraq,35,35
2017,Ecuador,Jamaica,*,0
2017,Ecuador,Kyrgyzstan,*,0
2017,Ecuador,Cambodia,0,0
2017,Ecuador,Lebanon,*,0
2017,Ecuador,Liberia,*,0
2017,Ecuador,Libya,0,0
2017,Ecuador,Sri Lanka,14,14
2017,Ecuador,Lithuania,*,0
2017,Ecuador,Morocco,*,0
2017,Ecuador,Mexico,0,0
2017,Ecuador,The former Yugoslav Republic of Macedonia,14,14
2017,Ecuador,Mali,*,0
2017,Ecuador,Namibia,0,0
2017,Ecuador,Niger,*,0
2017,Ecuador,Nigeria,23,23
2017,Ecuador,Nicaragua,*,0
2017,Ecuador,Nepal,*,0
2017,Ecuador,Pakistan,25,25
2017,Ecuador,Panama,*,0
2017,Ecuador,Peru,80,80
2017,Ecuador,Philippines,0,0
2017,Ecuador,Paraguay,*,0
2017,Ecuador,Palestinian,7,7
2017,Ecuador,Russian Federation,30,30
2017,Ecuador,Saudi Arabia,*,0
2017,Ecuador,Sudan,*,0
2017,Ecuador,Sierra Leone,*,0
2017,Ecuador,El Salvador,0,0
2017,Ecuador,Somalia,7,7
2017,Ecuador,Swaziland,*,0
2017,Ecuador,Syrian Arab Rep.,39,39
2017,Ecuador,Togo,*,0
2017,Ecuador,Turkmenistan,0,0
2017,Ecuador,Trinidad and Tobago,0,0
2017,Ecuador,Turkey,*,0
2017,Ecuador,Uganda,*,0
2017,Ecuador,Ukraine,*,0
2017,Ecuador,Uruguay,*,0
2017,Ecuador,United States of America,6,6
2017,Ecuador,Uzbekistan,*,0
2017,Ecuador,Venezuela (Bolivarian Republic of),5,5
2017,Ecuador,Viet Nam,*,0
2017,Ecuador,Stateless,*,0
2017,Ecuador,Various/Unknown,45026,45026
2017,Ecuador,Yemen,0,0
2017,Ecuador,South Africa,0,0
2017,Ecuador,Zimbabwe,5,5
2017,Egypt,Afghanistan,17,17
2017,Egypt,Angola,0,0
2017,Egypt,Azerbaijan,0,0
2017,Egypt,Burundi,24,24
2017,Egypt,Benin,*,0
2017,Egypt,Burkina Faso,*,0
2017,Egypt,Bangladesh,0,0
2017,Egypt,Central African Rep.,17,17
2017,Egypt,China,0,0
2017,Egypt,Cote d'Ivoire,113,113
2017,Egypt,Cameroon,5,5
2017,Egypt,Dem. Rep. of the Congo,40,40
2017,Egypt,Congo,5,5
2017,Egypt,Comoros,0,0
2017,Egypt,Djibouti,*,0
2017,Egypt,Algeria,*,0
2017,Egypt,Eritrea,2727,2727
2017,Egypt,Ethiopia,2676,2676
2017,Egypt,France,0,0
2017,Egypt,Ghana,0,0
2017,Egypt,Guinea,*,0
2017,Egypt,Gambia,0,0
2017,Egypt,Indonesia,0,0
2017,Egypt,India,0,0
2017,Egypt,Iraq,4275,4275
2017,Egypt,Jordan,*,0
2017,Egypt,Kenya,6,6
2017,Egypt,Kuwait,0,0
2017,Egypt,Lebanon,0,0
2017,Egypt,Liberia,0,0
2017,Egypt,Libya,0,0
2017,Egypt,Sri Lanka,0,0
2017,Egypt,Morocco,*,0
2017,Egypt,Madagascar,0,0
2017,Egypt,Mali,9,9
2017,Egypt,Myanmar,*,0
2017,Egypt,Niger,*,0
2017,Egypt,Nigeria,17,17
2017,Egypt,Pakistan,0,0
2017,Egypt,Philippines,*,0
2017,Egypt,Palestinian,70018,70018
2017,Egypt,Russian Federation,18,18
2017,Egypt,Saudi Arabia,0,0
2017,Egypt,Sudan,17298,17298
2017,Egypt,Sierra Leone,*,0
2017,Egypt,Somalia,3252,3252
2017,Egypt,South Sudan,5247,5247
2017,Egypt,Syrian Arab Rep.,126688,126688
2017,Egypt,Chad,46,46
2017,Egypt,Togo,0,0
2017,Egypt,Tajikistan,12,12
2017,Egypt,Turkmenistan,*,0
2017,Egypt,Tunisia,*,0
2017,Egypt,Turkey,0,0
2017,Egypt,United Rep. of Tanzania,*,0
2017,Egypt,Uganda,10,10
2017,Egypt,Uzbekistan,*,0
2017,Egypt,Stateless,*,0
2017,Egypt,Various/Unknown,0,0
2017,Egypt,Yemen,85,85
2017,Egypt,Zimbabwe,12,12
2017,Eritrea,Eritrea,0,0
2017,Eritrea,Ethiopia,30,30
2017,Eritrea,Sudan,67,67
2017,Eritrea,Somalia,2286,2286
2017,Eritrea,South Sudan,9,9
2017,Spain,Afghanistan,287,287
2017,Spain,Angola,10,10
2017,Spain,Albania,*,0
2017,Spain,Argentina,0,0
2017,Spain,Armenia,23,23
2017,Spain,Azerbaijan,32,32
2017,Spain,Burundi,*,0
2017,Spain,Benin,*,0
2017,Spain,Burkina Faso,*,0
2017,Spain,Bangladesh,20,20
2017,Spain,Bulgaria,0,0
2017,Spain,Bosnia and Herzegovina,*,0
2017,Spain,Belarus,15,15
2017,Spain,Bolivia (Plurinational State of),9,9
2017,Spain,Brazil,0,0
2017,Spain,Bhutan,*,0
2017,Spain,Central African Rep.,42,42
2017,Spain,Chile,0,0
2017,Spain,China,21,21
2017,Spain,Cote d'Ivoire,193,193
2017,Spain,Cameroon,47,47
2017,Spain,Dem. Rep. of the Congo,74,74
2017,Spain,Congo,10,10
2017,Spain,Colombia,179,179
2017,Spain,Comoros,0,0
2017,Spain,Costa Rica,0,0
2017,Spain,Cuba,894,894
2017,Spain,Djibouti,0,0
2017,Spain,Dominican Rep.,*,0
2017,Spain,Algeria,46,46
2017,Spain,Ecuador,0,0
2017,Spain,Egypt,14,14
2017,Spain,Eritrea,213,213
2017,Spain,Western Sahara,17,17
2017,Spain,Ethiopia,60,60
2017,Spain,Gabon,0,0
2017,Spain,Georgia,7,7
2017,Spain,Ghana,0,0
2017,Spain,Guinea,6,6
2017,Spain,Gambia,12,12
2017,Spain,Guinea-Bissau,*,0
2017,Spain,Equatorial Guinea,32,32
2017,Spain,Guatemala,12,12
2017,Spain,Honduras,35,35
2017,Spain,Haiti,21,21
2017,Spain,Indonesia,0,0
2017,Spain,India,6,6
2017,Spain,Iran (Islamic Rep. of),88,88
2017,Spain,Iraq,319,319
2017,Spain,Israel,0,0
2017,Spain,Jamaica,0,0
2017,Spain,Jordan,29,29
2017,Spain,Kazakhstan,10,10
2017,Spain,Kenya,0,0
2017,Spain,Kyrgyzstan,6,6
2017,Spain,Lebanon,25,25
2017,Spain,Liberia,6,6
2017,Spain,Libya,24,24
2017,Spain,Sri Lanka,100,100
2017,Spain,Morocco,112,112
2017,Spain,Rep. of Moldova,0,0
2017,Spain,Mexico,16,16
2017,Spain,The former Yugoslav Republic of Macedonia,*,0
2017,Spain,Mali,30,30
2017,Spain,Myanmar,5,5
2017,Spain,Mongolia,0,0
2017,Spain,Mozambique,0,0
2017,Spain,Mauritania,0,0
2017,Spain,Mauritius,*,0
2017,Spain,Niger,0,0
2017,Spain,Nigeria,47,47
2017,Spain,Nicaragua,11,11
2017,Spain,Nepal,*,0
2017,Spain,Pakistan,365,365
2017,Spain,Panama,0,0
2017,Spain,Peru,*,0
2017,Spain,Philippines,0,0
2017,Spain,Dem. People's Rep. of Korea,*,0
2017,Spain,Paraguay,0,0
2017,Spain,Palestinian,862,862
2017,Spain,Russian Federation,139,139
2017,Spain,Rwanda,*,0
2017,Spain,Saudi Arabia,0,0
2017,Spain,Sudan,54,54
2017,Spain,Senegal,6,6
2017,Spain,Sierra Leone,11,11
2017,Spain,El Salvador,7,7
2017,Spain,Somalia,601,601
2017,Spain,Serbia and Kosovo (S/RES/1244 (1999)),*,0
2017,Spain,South Sudan,0,0
2017,Spain,Suriname,0,0
2017,Spain,Syrian Arab Rep.,11752,11752
2017,Spain,Chad,0,0
2017,Spain,Togo,14,14
2017,Spain,Tibetan,5,5
2017,Spain,Tajikistan,*,0
2017,Spain,Turkmenistan,0,0
2017,Spain,Trinidad and Tobago,0,0
2017,Spain,Tunisia,0,0
2017,Spain,Turkey,10,10
2017,Spain,United Rep. of Tanzania,0,0
2017,Spain,Uganda,*,0
2017,Spain,Ukraine,368,368
2017,Spain,Uruguay,0,0
2017,Spain,United States of America,0,0
2017,Spain,Uzbekistan,10,10
2017,Spain,Venezuela (Bolivarian Republic of),44,44
2017,Spain,Viet Nam,*,0
2017,Spain,Stateless,24,24
2017,Spain,Various/Unknown,68,68
2017,Spain,Yemen,21,21
2017,Spain,South Africa,0,0
2017,Spain,Zambia,0,0
2017,Spain,Zimbabwe,*,0
2017,Estonia,Afghanistan,23,23
2017,Estonia,Albania,0,0
2017,Estonia,Armenia,*,0
2017,Estonia,Azerbaijan,0,0
2017,Estonia,Benin,*,0
2017,Estonia,Bangladesh,*,0
2017,Estonia,Belarus,7,7
2017,Estonia,Cote d'Ivoire,*,0
2017,Estonia,Algeria,*,0
2017,Estonia,Eritrea,5,5
2017,Estonia,Georgia,7,7
2017,Estonia,Gambia,*,0
2017,Estonia,India,0,0
2017,Estonia,Iran (Islamic Rep. of),0,0
2017,Estonia,Iraq,32,32
2017,Estonia,Sri Lanka,12,12
2017,Estonia,Nigeria,*,0
2017,Estonia,Pakistan,*,0
2017,Estonia,Palestinian,*,0
2017,Estonia,Russian Federation,26,26
2017,Estonia,Sudan,24,24
2017,Estonia,Somalia,*,0
2017,Estonia,Serbia and Kosovo (S/RES/1244 (1999)),5,5
2017,Estonia,Syrian Arab Rep.,151,151
2017,Estonia,Tajikistan,*,0
2017,Estonia,Turkmenistan,*,0
2017,Estonia,Turkey,*,0
2017,Estonia,Uganda,0,0
2017,Estonia,Ukraine,88,88
2017,Estonia,Venezuela (Bolivarian Republic of),0,0
2017,Estonia,Stateless,*,0
2017,Estonia,Yemen,*,0
2017,Ethiopia,Afghanistan,*,0
2017,Ethiopia,Burundi,58,58
2017,Ethiopia,Cote d'Ivoire,*,0
2017,Ethiopia,Cameroon,0,0
2017,Ethiopia,Dem. Rep. of the Congo,530,530
2017,Ethiopia,Congo,0,0
2017,Ethiopia,Cuba,*,0
2017,Ethiopia,Djibouti,76,76
2017,Ethiopia,Egypt,*,0
2017,Ethiopia,Eritrea,164605,164605
2017,Ethiopia,Ethiopia,0,0
2017,Ethiopia,Iran (Islamic Rep. of),0,0
2017,Ethiopia,Iraq,10,10
2017,Ethiopia,Kenya,3459,3459
2017,Ethiopia,Lebanon,0,0
2017,Ethiopia,Nigeria,*,0
2017,Ethiopia,Russian Federation,0,0
2017,Ethiopia,Rwanda,10,10
2017,Ethiopia,Saudi Arabia,0,0
2017,Ethiopia,Sudan,43892,43892
2017,Ethiopia,Somalia,253779,253779
2017,Ethiopia,South Sudan,421373,421373
2017,Ethiopia,Syrian Arab Rep.,9,9
2017,Ethiopia,Chad,*,0
2017,Ethiopia,United Rep. of Tanzania,*,0
2017,Ethiopia,Uganda,18,18
2017,Ethiopia,Yemen,1578,1578
2017,Finland,Afghanistan,2571,2571
2017,Finland,Angola,139,139
2017,Finland,Albania,*,0
2017,Finland,Armenia,*,0
2017,Finland,Azerbaijan,43,43
2017,Finland,Burundi,5,5
2017,Finland,Benin,*,0
2017,Finland,Burkina Faso,*,0
2017,Finland,Bangladesh,22,22
2017,Finland,Bulgaria,0,0
2017,Finland,Bosnia and Herzegovina,*,0
2017,Finland,Belarus,13,13
2017,Finland,Bolivia (Plurinational State of),*,0
2017,Finland,Brazil,*,0
2017,Finland,Central African Rep.,*,0
2017,Finland,China,90,90
2017,Finland,Cote d'Ivoire,13,13
2017,Finland,Cameroon,90,90
2017,Finland,Dem. Rep. of the Congo,158,158
2017,Finland,Congo,10,10
2017,Finland,Colombia,*,0
2017,Finland,Costa Rica,0,0
2017,Finland,Cuba,5,5
2017,Finland,Djibouti,*,0
2017,Finland,Dominica,0,0
2017,Finland,Dominican Rep.,*,0
2017,Finland,Algeria,17,17
2017,Finland,Ecuador,*,0
2017,Finland,Egypt,13,13
2017,Finland,Eritrea,564,564
2017,Finland,Ethiopia,144,144
2017,Finland,United Kingdom,0,0
2017,Finland,Georgia,*,0
2017,Finland,Ghana,52,52
2017,Finland,Guinea,21,21
2017,Finland,Gambia,29,29
2017,Finland,Guinea-Bissau,*,0
2017,Finland,Guatemala,*,0
2017,Finland,Honduras,11,11
2017,Finland,Croatia,10,10
2017,Finland,Indonesia,*,0
2017,Finland,India,8,8
2017,Finland,Iran (Islamic Rep. of),877,877
2017,Finland,Iraq,7849,7849
2017,Finland,Jordan,*,0
2017,Finland,Kazakhstan,13,13
2017,Finland,Kenya,13,13
2017,Finland,Kyrgyzstan,19,19
2017,Finland,Cambodia,*,0
2017,Finland,Lebanon,14,14
2017,Finland,Liberia,*,0
2017,Finland,Libya,27,27
2017,Finland,Sri Lanka,107,107
2017,Finland,Morocco,37,37
2017,Finland,Rep. of Moldova,6,6
2017,Finland,Mexico,0,0
2017,Finland,The former Yugoslav Republic of Macedonia,*,0
2017,Finland,Mali,6,6
2017,Finland,Myanmar,30,30
2017,Finland,Montenegro,0,0
2017,Finland,Mongolia,*,0
2017,Finland,Mauritania,*,0
2017,Finland,Malawi,*,0
2017,Finland,Malaysia,*,0
2017,Finland,Niger,*,0
2017,Finland,Nigeria,161,161
2017,Finland,Nicaragua,0,0
2017,Finland,Norway,0,0
2017,Finland,Nepal,*,0
2017,Finland,Pakistan,66,66
2017,Finland,Philippines,*,0
2017,Finland,Papua New Guinea,*,0
2017,Finland,Dem. People's Rep. of Korea,*,0
2017,Finland,Russian Federation,761,761
2017,Finland,Rwanda,24,24
2017,Finland,Saudi Arabia,*,0
2017,Finland,Sudan,38,38
2017,Finland,Senegal,*,0
2017,Finland,Sierra Leone,6,6
2017,Finland,El Salvador,10,10
2017,Finland,Somalia,3257,3257
2017,Finland,Serbia and Kosovo (S/RES/1244 (1999)),96,96
2017,Finland,South Sudan,5,5
2017,Finland,Sweden,0,0
2017,Finland,Syrian Arab Rep.,2370,2370
2017,Finland,Togo,5,5
2017,Finland,Thailand,*,0
2017,Finland,Tajikistan,*,0
2017,Finland,Turkmenistan,*,0
2017,Finland,Tunisia,*,0
2017,Finland,Turkey,145,145
2017,Finland,United Rep. of Tanzania,*,0
2017,Finland,Uganda,27,27
2017,Finland,Ukraine,10,10
2017,Finland,United States of America,*,0
2017,Finland,Uzbekistan,6,6
2017,Finland,Venezuela (Bolivarian Republic of),*,0
2017,Finland,Viet Nam,5,5
2017,Finland,Stateless,392,392
2017,Finland,Various/Unknown,164,164
2017,Finland,Yemen,139,139
2017,Finland,South Africa,0,0
2017,Finland,Zambia,0,0
2017,Finland,Zimbabwe,*,0
2017,Fiji,Afghanistan,7,7
2017,Fiji,Eritrea,*,0
2017,Fiji,Nigeria,*,0
2017,Fiji,Pakistan,*,0
2017,France,Afghanistan,13425,13425
2017,France,Angola,3428,3428
2017,France,Albania,4349,4349
2017,France,Argentina,*,0
2017,France,Armenia,4113,4113
2017,France,Antigua and Barbuda,*,0
2017,France,Austria,*,0
2017,France,Azerbaijan,2916,2916
2017,France,Burundi,607,607
2017,France,Benin,36,36
2017,France,Burkina Faso,193,193
2017,France,Bangladesh,5160,5160
2017,France,Bulgaria,71,71
2017,France,Bahrain,6,6
2017,France,Bosnia and Herzegovina,4085,4085
2017,France,Belarus,514,514
2017,France,Bolivia (Plurinational State of),36,36
2017,France,Brazil,12,12
2017,France,Bhutan,117,117
2017,France,Botswana,0,0
2017,France,Central African Rep.,2642,2642
2017,France,Chile,67,67
2017,France,China,4541,4541
2017,France,Cote d'Ivoire,3263,3263
2017,France,Cameroon,1041,1041
2017,France,Dem. Rep. of the Congo,15697,15697
2017,France,Congo,3317,3317
2017,France,Colombia,488,488
2017,France,Comoros,575,575
2017,France,Cabo Verde,*,0
2017,France,Cuba,167,167
2017,France,Czech Rep.,27,27
2017,France,Germany,6,6
2017,France,Djibouti,256,256
2017,France,Dominica,*,0
2017,France,Dominican Rep.,49,49
2017,France,Algeria,1654,1654
2017,France,Ecuador,26,26
2017,France,Egypt,886,886
2017,France,Eritrea,3768,3768
2017,France,Western Sahara,512,512
2017,France,Spain,*,0
2017,France,Estonia,7,7
2017,France,Ethiopia,1109,1109
2017,France,Gabon,82,82
2017,France,Georgia,3083,3083
2017,France,Ghana,516,516
2017,France,Guinea,7788,7788
2017,France,Gambia,252,252
2017,France,Guinea-Bissau,896,896
2017,France,Equatorial Guinea,32,32
2017,France,Greece,*,0
2017,France,Guatemala,14,14
2017,France,Guyana,16,16
2017,France,Honduras,6,6
2017,France,Croatia,62,62
2017,France,Haiti,3497,3497
2017,France,Hungary,65,65
2017,France,Indonesia,6,6
2017,France,India,213,213
2017,France,Iran (Islamic Rep. of),2580,2580
2017,France,Iraq,7265,7265
2017,France,Israel,7,7
2017,France,Jamaica,14,14
2017,France,Jordan,27,27
2017,France,Kazakhstan,553,553
2017,France,Kenya,107,107
2017,France,Kyrgyzstan,306,306
2017,France,Cambodia,11361,11361
2017,France,Rep. of Korea,0,0
2017,France,Kuwait,77,77
2017,France,Lao People's Dem. Rep.,6721,6721
2017,France,Lebanon,135,135
2017,France,Liberia,232,232
2017,France,Libya,540,540
2017,France,Saint Lucia,*,0
2017,France,Sri Lanka,24110,24110
2017,France,Lithuania,11,11
2017,France,Latvia,38,38
2017,France,Morocco,473,473
2017,France,Rep. of Moldova,322,322
2017,France,Madagascar,221,221
2017,France,Maldives,*,0
2017,France,Mexico,23,23
2017,France,The former Yugoslav Republic of Macedonia,340,340
2017,France,Mali,4381,4381
2017,France,Myanmar,316,316
2017,France,Montenegro,86,86
2017,France,Mongolia,422,422
2017,France,Mozambique,9,9
2017,France,Mauritania,5320,5320
2017,France,Mauritius,16,16
2017,France,Malawi,*,0
2017,France,Malaysia,9,9
2017,France,Namibia,*,0
2017,France,Niger,64,64
2017,France,Nigeria,2101,2101
2017,France,Nicaragua,*,0
2017,France,Nepal,129,129
2017,France,Pakistan,1399,1399
2017,France,Peru,298,298
2017,France,Philippines,*,0
2017,France,Poland,140,140
2017,France,Dem. People's Rep. of Korea,0,0
2017,France,Paraguay,6,6
2017,France,Palestinian,813,813
2017,France,Qatar,*,0
2017,France,Romania,151,151
2017,France,Russian Federation,15634,15634
2017,France,Rwanda,2807,2807
2017,France,Saudi Arabia,12,12
2017,France,Sudan,11337,11337
2017,France,Senegal,1094,1094
2017,France,Sierra Leone,541,541
2017,France,El Salvador,38,38
2017,France,Somalia,2964,2964
2017,France,Serbia and Kosovo (S/RES/1244 (1999)),13376,13376
2017,France,South Sudan,27,27
2017,France,Sao Tome and Principe,*,0
2017,France,Suriname,*,0
2017,France,Slovakia,116,116
2017,France,Seychelles,*,0
2017,France,Syrian Arab Rep.,12520,12520
2017,France,Chad,1392,1392
2017,France,Togo,719,719
2017,France,Thailand,6,6
2017,France,Tajikistan,48,48
2017,France,Turkmenistan,21,21
2017,France,Trinidad and Tobago,*,0
2017,France,Tunisia,293,293
2017,France,Turkey,10727,10727
2017,France,United Rep. of Tanzania,8,8
2017,France,Uganda,120,120
2017,France,Ukraine,1605,1605
2017,France,Uruguay,*,0
2017,France,United States of America,*,0
2017,France,Uzbekistan,212,212
2017,France,Venezuela (Bolivarian Republic of),123,123
2017,France,Viet Nam,7911,7911
2017,France,Stateless,0,0
2017,France,Various/Unknown,86381,86381
2017,France,Yemen,218,218
2017,France,South Africa,32,32
2017,France,Zambia,*,0
2017,France,Zimbabwe,44,44
2017,Gabon,Burundi,8,8
2017,Gabon,Central African Rep.,38,38
2017,Gabon,Cote d'Ivoire,*,0
2017,Gabon,Cameroon,*,0
2017,Gabon,Dem. Rep. of the Congo,74,74
2017,Gabon,Congo,86,86
2017,Gabon,Ethiopia,*,0
2017,Gabon,Gabon,0,0
2017,Gabon,Ghana,*,0
2017,Gabon,Equatorial Guinea,*,0
2017,Gabon,Mauritania,8,8
2017,Gabon,Somalia,*,0
2017,Gabon,South Sudan,*,0
2017,Gabon,Sao Tome and Principe,26,26
2017,Gabon,Syrian Arab Rep.,*,0
2017,Gabon,Chad,570,570
2017,Gabon,Togo,15,15
2017,United Kingdom,Afghanistan,9858,9858
2017,United Kingdom,Angola,195,195
2017,United Kingdom,Albania,2423,2423
2017,United Kingdom,United Arab Emirates,18,18
2017,United Kingdom,Argentina,*,0
2017,United Kingdom,Armenia,50,50
2017,United Kingdom,Antigua and Barbuda,*,0
2017,United Kingdom,Australia,*,0
2017,United Kingdom,Azerbaijan,79,79
2017,United Kingdom,Burundi,48,48
2017,United Kingdom,Benin,6,6
2017,United Kingdom,Burkina Faso,5,5
2017,United Kingdom,Bangladesh,1170,1170
2017,United Kingdom,Bahrain,154,154
2017,United Kingdom,Bahamas,*,0
2017,United Kingdom,Bosnia and Herzegovina,27,27
2017,United Kingdom,Belarus,160,160
2017,United Kingdom,Belize,*,0
2017,United Kingdom,Bolivia (Plurinational State of),15,15
2017,United Kingdom,Brazil,13,13
2017,United Kingdom,Barbados,*,0
2017,United Kingdom,Bhutan,86,86
2017,United Kingdom,Botswana,19,19
2017,United Kingdom,Central African Rep.,9,9
2017,United Kingdom,Canada,9,9
2017,United Kingdom,Chile,*,0
2017,United Kingdom,China,1571,1571
2017,United Kingdom,Cote d'Ivoire,220,220
2017,United Kingdom,Cameroon,534,534
2017,United Kingdom,Dem. Rep. of the Congo,1103,1103
2017,United Kingdom,Congo,130,130
2017,United Kingdom,Cook Islands,*,0
2017,United Kingdom,Colombia,40,40
2017,United Kingdom,Comoros,*,0
2017,United Kingdom,Cabo Verde,*,0
2017,United Kingdom,Cuba,13,13
2017,United Kingdom,Cyprus,*,0
2017,United Kingdom,Czech Rep.,0,0
2017,United Kingdom,Germany,*,0
2017,United Kingdom,Djibouti,*,0
2017,United Kingdom,Dominica,11,11
2017,United Kingdom,Dominican Rep.,0,0
2017,United Kingdom,Algeria,323,323
2017,United Kingdom,Ecuador,14,14
2017,United Kingdom,Egypt,651,651
2017,United Kingdom,Eritrea,13590,13590
2017,United Kingdom,Western Sahara,11,11
2017,United Kingdom,Spain,0,0
2017,United Kingdom,Ethiopia,1387,1387
2017,United Kingdom,Fiji,8,8
2017,United Kingdom,France,*,0
2017,United Kingdom,Gabon,*,0
2017,United Kingdom,Georgia,48,48
2017,United Kingdom,Ghana,278,278
2017,United Kingdom,Guinea,263,263
2017,United Kingdom,Gambia,1312,1312
2017,United Kingdom,Guinea-Bissau,7,7
2017,United Kingdom,Equatorial Guinea,*,0
2017,United Kingdom,Greece,*,0
2017,United Kingdom,Grenada,15,15
2017,United Kingdom,Guatemala,5,5
2017,United Kingdom,French Guiana,*,0
2017,United Kingdom,Guyana,16,16
2017,United Kingdom,"China, Hong Kong SAR",*,0
2017,United Kingdom,Honduras,34,34
2017,United Kingdom,Croatia,*,0
2017,United Kingdom,Haiti,*,0
2017,United Kingdom,Hungary,0,0
2017,United Kingdom,Indonesia,16,16
2017,United Kingdom,India,351,351
2017,United Kingdom,Ireland,*,0
2017,United Kingdom,Iran (Islamic Rep. of),16085,16085
2017,United Kingdom,Iraq,4192,4192
2017,United Kingdom,Israel,10,10
2017,United Kingdom,Italy,0,0
2017,United Kingdom,Jamaica,358,358
2017,United Kingdom,Jordan,54,54
2017,United Kingdom,Japan,*,0
2017,United Kingdom,Kazakhstan,13,13
2017,United Kingdom,Kenya,277,277
2017,United Kingdom,Kyrgyzstan,28,28
2017,United Kingdom,Cambodia,0,0
2017,United Kingdom,Saint Kitts and Nevis,6,6
2017,United Kingdom,Rep. of Korea,7,7
2017,United Kingdom,Kuwait,542,542
2017,United Kingdom,Lao People's Dem. Rep.,*,0
2017,United Kingdom,Lebanon,150,150
2017,United Kingdom,Liberia,34,34
2017,United Kingdom,Libya,1753,1753
2017,United Kingdom,Saint Lucia,19,19
2017,United Kingdom,Sri Lanka,5804,5804
2017,United Kingdom,Lesotho,*,0
2017,United Kingdom,Lithuania,0,0
2017,United Kingdom,Latvia,0,0
2017,United Kingdom,Morocco,167,167
2017,United Kingdom,Rep. of Moldova,18,18
2017,United Kingdom,Madagascar,*,0
2017,United Kingdom,Maldives,30,30
2017,United Kingdom,Mexico,9,9
2017,United Kingdom,The former Yugoslav Republic of Macedonia,21,21
2017,United Kingdom,Mali,24,24
2017,United Kingdom,Myanmar,836,836
2017,United Kingdom,Mongolia,77,77
2017,United Kingdom,Mozambique,5,5
2017,United Kingdom,Mauritania,5,5
2017,United Kingdom,Mauritius,43,43
2017,United Kingdom,Malawi,319,319
2017,United Kingdom,Malaysia,126,126
2017,United Kingdom,Namibia,30,30
2017,United Kingdom,Niger,6,6
2017,United Kingdom,Nigeria,2205,2205
2017,United Kingdom,Nicaragua,*,0
2017,United Kingdom,Netherlands,*,0
2017,United Kingdom,Norway,*,0
2017,United Kingdom,Nepal,24,24
2017,United Kingdom,New Zealand,*,0
2017,United Kingdom,Oman,11,11
2017,United Kingdom,Pakistan,7207,7207
2017,United Kingdom,Panama,*,0
2017,United Kingdom,Peru,*,0
2017,United Kingdom,Philippines,18,18
2017,United Kingdom,Poland,0,0
2017,United Kingdom,Dem. People's Rep. of Korea,362,362
2017,United Kingdom,Portugal,*,0
2017,United Kingdom,Paraguay,*,0
2017,United Kingdom,Palestinian,486,486
2017,United Kingdom,Qatar,6,6
2017,United Kingdom,Romania,*,0
2017,United Kingdom,Russian Federation,484,484
2017,United Kingdom,Rwanda,111,111
2017,United Kingdom,Saudi Arabia,129,129
2017,United Kingdom,Sudan,8132,8132
2017,United Kingdom,Senegal,79,79
2017,United Kingdom,Singapore,*,0
2017,United Kingdom,Sierra Leone,292,292
2017,United Kingdom,El Salvador,81,81
2017,United Kingdom,Somalia,4670,4670
2017,United Kingdom,Serbia and Kosovo (S/RES/1244 (1999)),105,105
2017,United Kingdom,South Sudan,32,32
2017,United Kingdom,Sao Tome and Principe,0,0
2017,United Kingdom,Sweden,0,0
2017,United Kingdom,Swaziland,57,57
2017,United Kingdom,Seychelles,*,0
2017,United Kingdom,Syrian Arab Rep.,9100,9100
2017,United Kingdom,Chad,41,41
2017,United Kingdom,Togo,17,17
2017,United Kingdom,Thailand,29,29
2017,United Kingdom,Tajikistan,12,12
2017,United Kingdom,Turkmenistan,11,11
2017,United Kingdom,Timor-Leste,0,0
2017,United Kingdom,Trinidad and Tobago,64,64
2017,United Kingdom,Tunisia,39,39
2017,United Kingdom,Turkey,864,864
2017,United Kingdom,Tuvalu,*,0
2017,United Kingdom,United Rep. of Tanzania,82,82
2017,United Kingdom,Uganda,1156,1156
2017,United Kingdom,Ukraine,110,110
2017,United Kingdom,United States of America,42,42
2017,United Kingdom,Uzbekistan,69,69
2017,United Kingdom,Saint Vincent and the Grenadines,17,17
2017,United Kingdom,Venezuela (Bolivarian Republic of),31,31
2017,United Kingdom,Viet Nam,1015,1015
2017,United Kingdom,Stateless,2179,2179
2017,United Kingdom,Various/Unknown,6126,6126
2017,United Kingdom,Yemen,453,453
2017,United Kingdom,South Africa,168,168
2017,United Kingdom,Zambia,71,71
2017,United Kingdom,Zimbabwe,8236,8236
2017,Georgia,Afghanistan,*,0
2017,Georgia,Armenia,0,0
2017,Georgia,Azerbaijan,6,6
2017,Georgia,Bangladesh,0,0
2017,Georgia,Bahrain,0,0
2017,Georgia,Belarus,0,0
2017,Georgia,Cote d'Ivoire,0,0
2017,Georgia,Cameroon,0,0
2017,Georgia,Congo,0,0
2017,Georgia,Egypt,19,19
2017,Georgia,Eritrea,0,0
2017,Georgia,Ethiopia,0,0
2017,Georgia,Georgia,0,0
2017,Georgia,Ghana,0,0
2017,Georgia,Greece,0,0
2017,Georgia,India,0,0
2017,Georgia,Iran (Islamic Rep. of),34,34
2017,Georgia,Iraq,630,630
2017,Georgia,Jordan,*,0
2017,Georgia,Kazakhstan,*,0
2017,Georgia,Kenya,0,0
2017,Georgia,Lebanon,6,6
2017,Georgia,Liberia,0,0
2017,Georgia,Sri Lanka,*,0
