Origin,Year,Type,Value,ocode
Estonia,2006,Asylum-seekers,126,EST
Estonia,2006,Refugees,627,EST
Estonia,2007,Asylum-seekers,59,EST
Estonia,2007,Refugees,262,EST
Estonia,2008,Asylum-seekers,38,EST
Estonia,2008,Refugees,248,EST
Estonia,2009,Asylum-seekers,40,EST
Estonia,2009,Refugees,248,EST
Estonia,2010,Asylum-seekers,18,EST
Estonia,2010,Refugees,240,EST
Estonia,2011,Asylum-seekers,40,EST
Estonia,2011,Refugees,224,EST
Estonia,2012,Asylum-seekers,29,EST
Estonia,2012,Refugees,456,EST
Estonia,2013,Asylum-seekers,27,EST
Estonia,2013,Refugees,352,EST
Estonia,2014,Asylum-seekers,33,EST
Estonia,2014,Refugees,339,EST
Estonia,2015,Asylum-seekers,47,EST
Estonia,2015,Refugees,318,EST
Estonia,2016,Asylum-seekers,47,EST
Estonia,2016,Refugees,305,EST
Estonia,2017,Asylum-seekers,43,EST
Estonia,2017,Refugees,278,EST
Ethiopia,1967,Refugees,28600,ETH
Ethiopia,1968,Refugees,31000,ETH
Ethiopia,1969,Refugees,31000,ETH
Ethiopia,1970,Refugees,54350,ETH
Ethiopia,1971,Refugees,55200,ETH
Ethiopia,1972,Refugees,44640,ETH
Ethiopia,1973,Refugees,46300,ETH
Ethiopia,1974,Refugees,49200,ETH
Ethiopia,1975,Refugees,91410,ETH
Ethiopia,1976,Refugees,105700,ETH
Ethiopia,1977,Refugees,655350,ETH
Ethiopia,1978,Refugees,887670,ETH
Ethiopia,1979,Refugees,1623870,ETH
Ethiopia,1980,Refugees,2567998,ETH
Ethiopia,1981,Refugees,1293266,ETH
Ethiopia,1982,Refugees,1264915,ETH
Ethiopia,1983,Refugees,1281917,ETH
Ethiopia,1984,Refugees,1476134,ETH
Ethiopia,1985,Refugees,1749309,ETH
Ethiopia,1986,Refugees,1534548,ETH
Ethiopia,1987,Refugees,1487663,ETH
Ethiopia,1988,Refugees,1513307,ETH
Ethiopia,1989,Refugees,1474919,ETH
Ethiopia,1990,Refugees,1345928,ETH
Ethiopia,1991,Refugees,251241,ETH
Ethiopia,1992,Refugees,313129,ETH
Ethiopia,1993,Refugees,251828,ETH
Ethiopia,1994,Refugees,226436,ETH
Ethiopia,1995,Refugees,100987,ETH
Ethiopia,1996,Refugees,96270,ETH
Ethiopia,1997,Refugees,84401,ETH
Ethiopia,1998,Refugees,70680,ETH
Ethiopia,1999,Refugees,71055,ETH
Ethiopia,2000,Asylum-seekers,14555,ETH
Ethiopia,2000,Refugees,66410,ETH
Ethiopia,2001,Asylum-seekers,12326,ETH
Ethiopia,2001,Refugees,58997,ETH
Ethiopia,2002,Asylum-seekers,8965,ETH
Ethiopia,2002,Refugees,61240,ETH
Ethiopia,2003,Asylum-seekers,10823,ETH
Ethiopia,2003,Refugees,62677,ETH
Ethiopia,2004,Asylum-seekers,13124,ETH
Ethiopia,2004,Refugees,63150,ETH
Ethiopia,2005,Asylum-seekers,16235,ETH
Ethiopia,2005,Refugees,65461,ETH
Ethiopia,2006,Asylum-seekers,16689,ETH
Ethiopia,2006,Refugees,74026,ETH
Ethiopia,2007,Asylum-seekers,29483,ETH
Ethiopia,2007,Refugees,59858,ETH
Ethiopia,2008,Asylum-seekers,31507,ETH
Ethiopia,2008,Refugees,63878,ETH
Ethiopia,2009,Asylum-seekers,48739,ETH
Ethiopia,2009,Refugees,62889,ETH
Ethiopia,2010,Asylum-seekers,48875,ETH
Ethiopia,2010,Refugees,68848,ETH
Ethiopia,2011,Asylum-seekers,38842,ETH
Ethiopia,2011,Refugees,70610,ETH
Ethiopia,2012,Asylum-seekers,41927,ETH
Ethiopia,2012,Refugees,74968,ETH
Ethiopia,2013,Asylum-seekers,49336,ETH
Ethiopia,2013,Refugees,77122,ETH
Ethiopia,2014,Asylum-seekers,61446,ETH
Ethiopia,2014,Refugees,86870,ETH
Ethiopia,2015,Asylum-seekers,76709,ETH
Ethiopia,2015,Refugees,85839,ETH
Ethiopia,2016,Asylum-seekers,78054,ETH
Ethiopia,2016,Refugees,83966,ETH
Ethiopia,2017,Asylum-seekers,133642,ETH
Ethiopia,2017,Refugees,87388,ETH
Fiji,1990,Refugees,1,FJI
Fiji,1991,Refugees,1,FJI
Fiji,1992,Refugees,19,FJI
Fiji,1993,Refugees,89,FJI
Fiji,1994,Refugees,156,FJI
Fiji,1995,Refugees,222,FJI
Fiji,1996,Refugees,305,FJI
Fiji,1997,Refugees,326,FJI
Fiji,1998,Refugees,301,FJI
Fiji,1999,Refugees,328,FJI
Fiji,2000,Asylum-seekers,1661,FJI
Fiji,2000,Refugees,401,FJI
Fiji,2001,Asylum-seekers,1918,FJI
Fiji,2001,Refugees,731,FJI
Fiji,2002,Asylum-seekers,1504,FJI
Fiji,2002,Refugees,1072,FJI
Fiji,2003,Asylum-seekers,1022,FJI
Fiji,2003,Refugees,1087,FJI
Fiji,2004,Asylum-seekers,522,FJI
Fiji,2004,Refugees,1281,FJI
Fiji,2005,Asylum-seekers,373,FJI
Fiji,2005,Refugees,1379,FJI
Fiji,2006,Asylum-seekers,255,FJI
Fiji,2006,Refugees,1686,FJI
Fiji,2007,Asylum-seekers,193,FJI
Fiji,2007,Refugees,1828,FJI
Fiji,2008,Asylum-seekers,201,FJI
Fiji,2008,Refugees,1868,FJI
Fiji,2009,Asylum-seekers,360,FJI
Fiji,2009,Refugees,1892,FJI
Fiji,2010,Asylum-seekers,300,FJI
Fiji,2010,Refugees,1851,FJI
Fiji,2011,Asylum-seekers,260,FJI
Fiji,2011,Refugees,1579,FJI
Fiji,2012,Asylum-seekers,268,FJI
Fiji,2012,Refugees,1317,FJI
Fiji,2013,Asylum-seekers,460,FJI
Fiji,2013,Refugees,1112,FJI
Fiji,2014,Asylum-seekers,767,FJI
Fiji,2014,Refugees,924,FJI
Fiji,2015,Asylum-seekers,430,FJI
Fiji,2015,Refugees,883,FJI
Fiji,2016,Asylum-seekers,514,FJI
Fiji,2016,Refugees,792,FJI
Fiji,2017,Asylum-seekers,678,FJI
Fiji,2017,Refugees,734,FJI
Finland,1995,Refugees,1,FIN
Finland,1996,Refugees,1,FIN
Finland,1997,Refugees,2,FIN
Finland,1998,Refugees,6,FIN
Finland,1999,Refugees,6,FIN
Finland,2000,Asylum-seekers,5,FIN
Finland,2000,Refugees,5,FIN
Finland,2001,Asylum-seekers,8,FIN
Finland,2001,Refugees,2,FIN
Finland,2002,Asylum-seekers,8,FIN
Finland,2002,Refugees,9,FIN
Finland,2003,Asylum-seekers,5,FIN
Finland,2003,Refugees,7,FIN
Finland,2004,Asylum-seekers,3,FIN
Finland,2004,Refugees,3,FIN
Finland,2005,Asylum-seekers,6,FIN
Finland,2005,Refugees,5,FIN
Finland,2006,Asylum-seekers,2,FIN
Finland,2006,Refugees,6,FIN
Finland,2007,Asylum-seekers,0,FIN
Finland,2007,Refugees,4,FIN
Finland,2008,Asylum-seekers,0,FIN
Finland,2008,Refugees,4,FIN
Finland,2009,Asylum-seekers,2,FIN
Finland,2009,Refugees,6,FIN
Finland,2010,Asylum-seekers,2,FIN
Finland,2010,Refugees,6,FIN
Finland,2011,Asylum-seekers,4,FIN
Finland,2011,Refugees,7,FIN
Finland,2012,Asylum-seekers,6,FIN
Finland,2012,Refugees,7,FIN
Finland,2013,Asylum-seekers,5,FIN
Finland,2013,Refugees,7,FIN
Finland,2014,Asylum-seekers,1,FIN
Finland,2014,Refugees,7,FIN
Finland,2015,Asylum-seekers,2,FIN
Finland,2015,Refugees,8,FIN
Finland,2016,Asylum-seekers,7,FIN
Finland,2016,Refugees,4,FIN
Finland,2017,Asylum-seekers,0,FIN
Finland,2017,Refugees,0,FIN
France,1994,Refugees,20,FRA
France,1995,Refugees,15,FRA
France,1996,Refugees,44,FRA
France,1997,Refugees,61,FRA
France,1998,Refugees,64,FRA
France,1999,Refugees,63,FRA
France,2000,Asylum-seekers,48,FRA
France,2000,Refugees,78,FRA
France,2001,Asylum-seekers,61,FRA
France,2001,Refugees,44,FRA
France,2002,Asylum-seekers,81,FRA
France,2002,Refugees,90,FRA
France,2003,Asylum-seekers,72,FRA
France,2003,Refugees,110,FRA
France,2004,Asylum-seekers,59,FRA
France,2004,Refugees,110,FRA
France,2005,Asylum-seekers,56,FRA
France,2005,Refugees,286,FRA
France,2006,Asylum-seekers,42,FRA
France,2006,Refugees,82,FRA
France,2007,Asylum-seekers,53,FRA
France,2007,Refugees,101,FRA
France,2008,Asylum-seekers,58,FRA
France,2008,Refugees,101,FRA
France,2009,Asylum-seekers,78,FRA
France,2009,Refugees,87,FRA
France,2010,Asylum-seekers,44,FRA
France,2010,Refugees,92,FRA
France,2011,Asylum-seekers,54,FRA
France,2011,Refugees,99,FRA
France,2012,Asylum-seekers,49,FRA
France,2012,Refugees,100,FRA
France,2013,Asylum-seekers,55,FRA
France,2013,Refugees,98,FRA
France,2014,Asylum-seekers,47,FRA
France,2014,Refugees,93,FRA
France,2015,Asylum-seekers,84,FRA
France,2015,Refugees,94,FRA
France,2016,Asylum-seekers,121,FRA
France,2016,Refugees,54,FRA
France,2017,Asylum-seekers,132,FRA
France,2017,Refugees,49,FRA
French Guiana,1992,Refugees,5,GUF
French Guiana,1993,Refugees,5,GUF
French Guiana,1994,Refugees,5,GUF
French Guiana,1995,Refugees,5,GUF
French Guiana,1996,Refugees,5,GUF
French Guiana,1997,Refugees,5,GUF
French Guiana,1998,Refugees,5,GUF
French Guiana,1999,Refugees,5,GUF
French Guiana,2007,Asylum-seekers,1,GUF
French Guiana,2008,Asylum-seekers,1,GUF
French Guiana,2009,Asylum-seekers,2,GUF
French Guiana,2010,Asylum-seekers,1,GUF
French Guiana,2011,Asylum-seekers,0,GUF
French Guiana,2016,Asylum-seekers,0,GUF
French Guiana,2016,Refugees,1,GUF
French Guiana,2017,Asylum-seekers,6,GUF
French Guiana,2017,Refugees,0,GUF
French Polynesia,2003,Asylum-seekers,1,FYP
French Polynesia,2005,Refugees,1,FYP
French Polynesia,2006,Refugees,1,FYP
French Polynesia,2014,Asylum-seekers,0,FYP
French Polynesia,2014,Refugees,0,FYP
Gabon,1992,Refugees,17,GAB
Gabon,1993,Refugees,18,GAB
Gabon,1994,Refugees,22,GAB
Gabon,1995,Refugees,25,GAB
Gabon,1996,Refugees,24,GAB
Gabon,1997,Refugees,19,GAB
Gabon,1998,Refugees,28,GAB
Gabon,1999,Refugees,26,GAB
Gabon,2000,Asylum-seekers,17,GAB
Gabon,2000,Refugees,26,GAB
Gabon,2001,Asylum-seekers,51,GAB
Gabon,2001,Refugees,27,GAB
Gabon,2002,Asylum-seekers,50,GAB
Gabon,2002,Refugees,37,GAB
Gabon,2003,Asylum-seekers,35,GAB
Gabon,2003,Refugees,39,GAB
Gabon,2004,Asylum-seekers,27,GAB
Gabon,2004,Refugees,53,GAB
Gabon,2005,Asylum-seekers,57,GAB
Gabon,2005,Refugees,81,GAB
Gabon,2006,Asylum-seekers,40,GAB
Gabon,2006,Refugees,95,GAB
Gabon,2007,Asylum-seekers,25,GAB
Gabon,2007,Refugees,116,GAB
Gabon,2008,Asylum-seekers,33,GAB
Gabon,2008,Refugees,129,GAB
Gabon,2009,Asylum-seekers,48,GAB
Gabon,2009,Refugees,144,GAB
Gabon,2010,Asylum-seekers,41,GAB
Gabon,2010,Refugees,165,GAB
Gabon,2011,Asylum-seekers,51,GAB
Gabon,2011,Refugees,173,GAB
Gabon,2012,Asylum-seekers,66,GAB
Gabon,2012,Refugees,183,GAB
Gabon,2013,Asylum-seekers,106,GAB
Gabon,2013,Refugees,176,GAB
Gabon,2014,Asylum-seekers,141,GAB
Gabon,2014,Refugees,172,GAB
Gabon,2015,Asylum-seekers,238,GAB
Gabon,2015,Refugees,177,GAB
Gabon,2016,Asylum-seekers,442,GAB
Gabon,2016,Refugees,171,GAB
Gabon,2017,Asylum-seekers,665,GAB
Gabon,2017,Refugees,211,GAB
Gambia,1988,Refugees,1,GMB
Gambia,1989,Refugees,1,GMB
Gambia,1990,Refugees,4,GMB
Gambia,1991,Refugees,15,GMB
Gambia,1992,Refugees,24,GMB
Gambia,1993,Refugees,26,GMB
Gambia,1994,Refugees,30,GMB
Gambia,1995,Refugees,161,GMB
Gambia,1996,Refugees,310,GMB
Gambia,1997,Refugees,421,GMB
Gambia,1998,Refugees,570,GMB
Gambia,1999,Refugees,677,GMB
Gambia,2000,Asylum-seekers,285,GMB
Gambia,2000,Refugees,750,GMB
Gambia,2001,Asylum-seekers,311,GMB
Gambia,2001,Refugees,734,GMB
Gambia,2002,Asylum-seekers,291,GMB
Gambia,2002,Refugees,861,GMB
Gambia,2003,Asylum-seekers,346,GMB
Gambia,2003,Refugees,746,GMB
Gambia,2004,Asylum-seekers,450,GMB
Gambia,2004,Refugees,684,GMB
Gambia,2005,Asylum-seekers,662,GMB
Gambia,2005,Refugees,1683,GMB
Gambia,2006,Asylum-seekers,1024,GMB
Gambia,2006,Refugees,1254,GMB
Gambia,2007,Asylum-seekers,998,GMB
Gambia,2007,Refugees,1267,GMB
Gambia,2008,Asylum-seekers,1137,GMB
Gambia,2008,Refugees,1352,GMB
Gambia,2009,Asylum-seekers,1165,GMB
Gambia,2009,Refugees,1973,GMB
Gambia,2010,Asylum-seekers,1057,GMB
Gambia,2010,Refugees,2242,GMB
Gambia,2011,Asylum-seekers,1197,GMB
Gambia,2011,Refugees,2583,GMB
Gambia,2012,Asylum-seekers,1774,GMB
Gambia,2012,Refugees,3076,GMB
Gambia,2013,Asylum-seekers,3825,GMB
Gambia,2013,Refugees,3397,GMB
Gambia,2014,Asylum-seekers,10636,GMB
Gambia,2014,Refugees,5136,GMB
Gambia,2015,Asylum-seekers,12829,GMB
Gambia,2015,Refugees,8492,GMB
Gambia,2016,Asylum-seekers,18907,GMB
Gambia,2016,Refugees,11600,GMB
Gambia,2017,Asylum-seekers,22199,GMB
Gambia,2017,Refugees,14539,GMB
Georgia,1993,Refugees,6012,GEO
Georgia,1994,Refugees,5117,GEO
Georgia,1995,Refugees,308,GEO
Georgia,1996,Refugees,48489,GEO
Georgia,1997,Refugees,47164,GEO
Georgia,1998,Refugees,35669,GEO
Georgia,1999,Refugees,29878,GEO
Georgia,2000,Asylum-seekers,1473,GEO
Georgia,2000,Refugees,21821,GEO
Georgia,2001,Asylum-seekers,2529,GEO
Georgia,2001,Refugees,17498,GEO
Georgia,2002,Asylum-seekers,2767,GEO
Georgia,2002,Refugees,16975,GEO
Georgia,2003,Asylum-seekers,2996,GEO
Georgia,2003,Refugees,12497,GEO
Georgia,2004,Asylum-seekers,2791,GEO
Georgia,2004,Refugees,6626,GEO
Georgia,2005,Asylum-seekers,3011,GEO
Georgia,2005,Refugees,7301,GEO
Georgia,2006,Asylum-seekers,4386,GEO
Georgia,2006,Refugees,6340,GEO
Georgia,2007,Asylum-seekers,4066,GEO
Georgia,2007,Refugees,11810,GEO
Georgia,2008,Asylum-seekers,5086,GEO
Georgia,2008,Refugees,12598,GEO
Georgia,2009,Asylum-seekers,4759,GEO
Georgia,2009,Refugees,15020,GEO
Georgia,2010,Asylum-seekers,7195,GEO
Georgia,2010,Refugees,10640,GEO
Georgia,2011,Asylum-seekers,2953,GEO
Georgia,2011,Refugees,10112,GEO
Georgia,2012,Asylum-seekers,4583,GEO
Georgia,2012,Refugees,9261,GEO
Georgia,2013,Asylum-seekers,11571,GEO
Georgia,2013,Refugees,6778,GEO
Georgia,2014,Asylum-seekers,8332,GEO
Georgia,2014,Refugees,6681,GEO
Georgia,2015,Asylum-seekers,9255,GEO
Georgia,2015,Refugees,6493,GEO
Georgia,2016,Asylum-seekers,10289,GEO
Georgia,2016,Refugees,6403,GEO
Georgia,2017,Asylum-seekers,16460,GEO
Georgia,2017,Refugees,6485,GEO
Germany,1991,Refugees,4,DEU
Germany,1992,Refugees,4,DEU
Germany,1993,Refugees,8,DEU
Germany,1994,Refugees,449,DEU
Germany,1995,Refugees,386,DEU
Germany,1996,Refugees,420,DEU
Germany,1997,Refugees,443,DEU
Germany,1998,Refugees,688,DEU
Germany,1999,Refugees,1298,DEU
Germany,2000,Asylum-seekers,55,DEU
Germany,2000,Refugees,1183,DEU
Germany,2001,Asylum-seekers,54,DEU
Germany,2001,Refugees,1033,DEU
Germany,2002,Asylum-seekers,73,DEU
Germany,2002,Refugees,928,DEU
Germany,2003,Asylum-seekers,63,DEU
Germany,2003,Refugees,725,DEU
Germany,2004,Asylum-seekers,63,DEU
Germany,2004,Refugees,78,DEU
Germany,2005,Asylum-seekers,63,DEU
Germany,2005,Refugees,78,DEU
Germany,2006,Asylum-seekers,83,DEU
Germany,2006,Refugees,114,DEU
Germany,2007,Asylum-seekers,67,DEU
Germany,2007,Refugees,129,DEU
Germany,2008,Asylum-seekers,103,DEU
Germany,2008,Refugees,166,DEU
Germany,2009,Asylum-seekers,87,DEU
Germany,2009,Refugees,170,DEU
Germany,2010,Asylum-seekers,36,DEU
Germany,2010,Refugees,164,DEU
Germany,2011,Asylum-seekers,32,DEU
Germany,2011,Refugees,174,DEU
Germany,2012,Asylum-seekers,26,DEU
Germany,2012,Refugees,182,DEU
Germany,2013,Asylum-seekers,79,DEU
Germany,2013,Refugees,175,DEU
Germany,2014,Asylum-seekers,90,DEU
Germany,2014,Refugees,176,DEU
Germany,2015,Asylum-seekers,93,DEU
Germany,2015,Refugees,161,DEU
Germany,2016,Asylum-seekers,132,DEU
Germany,2016,Refugees,74,DEU
Germany,2017,Asylum-seekers,159,DEU
Germany,2017,Refugees,66,DEU
Ghana,1961,Refugees,5000,GHA
Ghana,1962,Refugees,5000,GHA
Ghana,1963,Refugees,5000,GHA
Ghana,1964,Refugees,5000,GHA
Ghana,1965,Refugees,5000,GHA
Ghana,1980,Refugees,2,GHA
Ghana,1981,Refugees,2,GHA
Ghana,1982,Refugees,312,GHA
Ghana,1983,Refugees,1958,GHA
Ghana,1984,Refugees,2202,GHA
Ghana,1985,Refugees,3195,GHA
Ghana,1986,Refugees,2699,GHA
Ghana,1987,Refugees,3916,GHA
Ghana,1988,Refugees,4769,GHA
Ghana,1989,Refugees,4716,GHA
Ghana,1990,Refugees,4691,GHA
Ghana,1991,Refugees,4701,GHA
Ghana,1992,Refugees,4776,GHA
Ghana,1993,Refugees,4473,GHA
Ghana,1994,Refugees,14289,GHA
Ghana,1995,Refugees,13592,GHA
Ghana,1996,Refugees,15095,GHA
Ghana,1997,Refugees,14775,GHA
Ghana,1998,Refugees,13633,GHA
Ghana,1999,Refugees,13293,GHA
Ghana,2000,Asylum-seekers,985,GHA
Ghana,2000,Refugees,14775,GHA
Ghana,2001,Asylum-seekers,1104,GHA
Ghana,2001,Refugees,14556,GHA
Ghana,2002,Asylum-seekers,1158,GHA
Ghana,2002,Refugees,15686,GHA
Ghana,2003,Asylum-seekers,1671,GHA
Ghana,2003,Refugees,15879,GHA
Ghana,2004,Asylum-seekers,1671,GHA
Ghana,2004,Refugees,14772,GHA
Ghana,2005,Asylum-seekers,2351,GHA
Ghana,2005,Refugees,18433,GHA
Ghana,2006,Asylum-seekers,1147,GHA
Ghana,2006,Refugees,9960,GHA
Ghana,2007,Asylum-seekers,1654,GHA
Ghana,2007,Refugees,5063,GHA
Ghana,2008,Asylum-seekers,2016,GHA
Ghana,2008,Refugees,13242,GHA
Ghana,2009,Asylum-seekers,1347,GHA
Ghana,2009,Refugees,14893,GHA
Ghana,2010,Asylum-seekers,2023,GHA
Ghana,2010,Refugees,20203,GHA
Ghana,2011,Asylum-seekers,2514,GHA
Ghana,2011,Refugees,20361,GHA
Ghana,2012,Asylum-seekers,3491,GHA
Ghana,2012,Refugees,24298,GHA
Ghana,2013,Asylum-seekers,4991,GHA
Ghana,2013,Refugees,21078,GHA
Ghana,2014,Asylum-seekers,7703,GHA
Ghana,2014,Refugees,22145,GHA
Ghana,2015,Asylum-seekers,10721,GHA
Ghana,2015,Refugees,22978,GHA
Ghana,2016,Asylum-seekers,11546,GHA
Ghana,2016,Refugees,15541,GHA
Ghana,2017,Asylum-seekers,17503,GHA
Ghana,2017,Refugees,16929,GHA
Gibraltar,2002,Asylum-seekers,4,GIB
Gibraltar,2003,Asylum-seekers,2,GIB
Gibraltar,2007,Refugees,1,GIB
Gibraltar,2008,Asylum-seekers,0,GIB
Gibraltar,2008,Refugees,1,GIB
Gibraltar,2009,Refugees,1,GIB
Gibraltar,2010,Asylum-seekers,0,GIB
Gibraltar,2010,Refugees,2,GIB
Gibraltar,2011,Refugees,2,GIB
Gibraltar,2012,Refugees,2,GIB
Gibraltar,2013,Refugees,2,GIB
Gibraltar,2014,Asylum-seekers,0,GIB
Gibraltar,2014,Refugees,2,GIB
Gibraltar,2015,Asylum-seekers,0,GIB
Gibraltar,2015,Refugees,2,GIB
Gibraltar,2016,Asylum-seekers,0,GIB
Gibraltar,2016,Refugees,1,GIB
Gibraltar,2017,Asylum-seekers,0,GIB
Gibraltar,2017,Refugees,0,GIB
Greece,1965,Refugees,17690,GRC
Greece,1966,Refugees,7090,GRC
Greece,1967,Refugees,23420,GRC
Greece,1968,Refugees,21820,GRC
Greece,1969,Refugees,21590,GRC
Greece,1970,Refugees,21290,GRC
Greece,1971,Refugees,1480,GRC
Greece,1972,Refugees,6610,GRC
Greece,1973,Refugees,5900,GRC
Greece,1974,Refugees,580,GRC
Greece,1975,Refugees,510,GRC
Greece,1976,Refugees,450,GRC
Greece,1977,Refugees,410,GRC
Greece,1978,Refugees,380,GRC
Greece,1979,Refugees,360,GRC
Greece,1980,Refugees,340,GRC
Greece,1981,Refugees,320,GRC
Greece,1982,Refugees,300,GRC
Greece,1983,Refugees,280,GRC
Greece,1984,Refugees,260,GRC
Greece,1988,Refugees,6,GRC
Greece,1989,Refugees,6,GRC
Greece,1990,Refugees,16,GRC
Greece,1991,Refugees,6,GRC
Greece,1992,Refugees,1,GRC
Greece,1993,Refugees,1,GRC
Greece,1994,Refugees,94,GRC
Greece,1995,Refugees,222,GRC
Greece,1996,Refugees,250,GRC
Greece,1997,Refugees,178,GRC
Greece,1998,Refugees,174,GRC
Greece,1999,Refugees,164,GRC
Greece,2000,Asylum-seekers,28,GRC
Greece,2000,Refugees,125,GRC
Greece,2001,Asylum-seekers,51,GRC
Greece,2001,Refugees,97,GRC
Greece,2002,Asylum-seekers,39,GRC
Greece,2002,Refugees,301,GRC
Greece,2003,Asylum-seekers,44,GRC
Greece,2003,Refugees,270,GRC
Greece,2004,Asylum-seekers,33,GRC
Greece,2004,Refugees,224,GRC
Greece,2005,Asylum-seekers,43,GRC
Greece,2005,Refugees,331,GRC
Greece,2006,Asylum-seekers,23,GRC
Greece,2006,Refugees,91,GRC
Greece,2007,Asylum-seekers,12,GRC
Greece,2007,Refugees,92,GRC
Greece,2008,Asylum-seekers,16,GRC
Greece,2008,Refugees,67,GRC
Greece,2009,Asylum-seekers,21,GRC
Greece,2009,Refugees,62,GRC
Greece,2010,Asylum-seekers,37,GRC
Greece,2010,Refugees,51,GRC
Greece,2011,Asylum-seekers,37,GRC
Greece,2011,Refugees,56,GRC
Greece,2012,Asylum-seekers,125,GRC
Greece,2012,Refugees,51,GRC
Greece,2013,Asylum-seekers,106,GRC
Greece,2013,Refugees,91,GRC
Greece,2014,Asylum-seekers,56,GRC
Greece,2014,Refugees,113,GRC
Greece,2015,Asylum-seekers,69,GRC
Greece,2015,Refugees,112,GRC
Greece,2016,Asylum-seekers,86,GRC
Greece,2016,Refugees,105,GRC
Greece,2017,Asylum-seekers,89,GRC
Greece,2017,Refugees,101,GRC
Grenada,1988,Refugees,9,GRD
Grenada,1989,Refugees,5,GRD
Grenada,1990,Refugees,4,GRD
Grenada,1991,Refugees,4,GRD
Grenada,1992,Refugees,1,GRD
Grenada,1994,Refugees,3,GRD
Grenada,1995,Refugees,6,GRD
Grenada,1996,Refugees,11,GRD
Grenada,1997,Refugees,12,GRD
Grenada,1998,Refugees,20,GRD
Grenada,1999,Refugees,36,GRD
Grenada,2000,Asylum-seekers,91,GRD
Grenada,2000,Refugees,24,GRD
Grenada,2001,Asylum-seekers,177,GRD
Grenada,2001,Refugees,53,GRD
Grenada,2002,Asylum-seekers,375,GRD
Grenada,2002,Refugees,73,GRD
Grenada,2003,Asylum-seekers,260,GRD
Grenada,2003,Refugees,77,GRD
Grenada,2004,Asylum-seekers,124,GRD
Grenada,2004,Refugees,99,GRD
Grenada,2005,Asylum-seekers,103,GRD
Grenada,2005,Refugees,152,GRD
Grenada,2006,Asylum-seekers,43,GRD
Grenada,2006,Refugees,202,GRD
Grenada,2007,Asylum-seekers,66,GRD
Grenada,2007,Refugees,297,GRD
Grenada,2008,Asylum-seekers,66,GRD
Grenada,2008,Refugees,312,GRD
Grenada,2009,Asylum-seekers,90,GRD
Grenada,2009,Refugees,333,GRD
Grenada,2010,Asylum-seekers,64,GRD
Grenada,2010,Refugees,345,GRD
Grenada,2011,Asylum-seekers,47,GRD
Grenada,2011,Refugees,323,GRD
Grenada,2012,Asylum-seekers,48,GRD
Grenada,2012,Refugees,316,GRD
Grenada,2013,Asylum-seekers,42,GRD
Grenada,2013,Refugees,330,GRD
Grenada,2014,Asylum-seekers,52,GRD
Grenada,2014,Refugees,324,GRD
Grenada,2015,Asylum-seekers,52,GRD
Grenada,2015,Refugees,270,GRD
Grenada,2016,Asylum-seekers,65,GRD
Grenada,2016,Refugees,101,GRD
Grenada,2017,Asylum-seekers,62,GRD
Grenada,2017,Refugees,103,GRD
Guadeloupe,2014,Asylum-seekers,12,GLP
Guadeloupe,2014,Refugees,0,GLP
Guadeloupe,2015,Asylum-seekers,23,GLP
Guadeloupe,2015,Refugees,0,GLP
Guadeloupe,2017,Asylum-seekers,37,GLP
Guadeloupe,2017,Refugees,0,GLP
Guam,2017,Asylum-seekers,0,GUM
Guam,2017,Refugees,0,GUM
Guatemala,1980,Refugees,750,GTM
Guatemala,1981,Refugees,1910,GTM
Guatemala,1982,Refugees,36490,GTM
Guatemala,1983,Refugees,41800,GTM
Guatemala,1984,Refugees,47880,GTM
Guatemala,1985,Refugees,52890,GTM
Guatemala,1986,Refugees,52800,GTM
Guatemala,1987,Refugees,53700,GTM
Guatemala,1988,Refugees,53753,GTM
Guatemala,1989,Refugees,45413,GTM
Guatemala,1990,Refugees,47988,GTM
Guatemala,1991,Refugees,52587,GTM
Guatemala,1992,Refugees,53941,GTM
Guatemala,1993,Refugees,50267,GTM
Guatemala,1994,Refugees,49610,GTM
Guatemala,1995,Refugees,42899,GTM
Guatemala,1996,Refugees,40342,GTM
Guatemala,1997,Refugees,37508,GTM
Guatemala,1998,Refugees,32747,GTM
Guatemala,1999,Refugees,28082,GTM
Guatemala,2000,Asylum-seekers,101802,GTM
Guatemala,2000,Refugees,20711,GTM
Guatemala,2001,Asylum-seekers,99541,GTM
Guatemala,2001,Refugees,16867,GTM
Guatemala,2002,Asylum-seekers,96114,GTM
Guatemala,2002,Refugees,13888,GTM
Guatemala,2003,Asylum-seekers,88585,GTM
Guatemala,2003,Refugees,6696,GTM
Guatemala,2004,Asylum-seekers,58643,GTM
Guatemala,2004,Refugees,4376,GTM
Guatemala,2005,Asylum-seekers,31850,GTM
Guatemala,2005,Refugees,3379,GTM
Guatemala,2006,Asylum-seekers,20533,GTM
Guatemala,2006,Refugees,6496,GTM
Guatemala,2007,Asylum-seekers,14998,GTM
Guatemala,2007,Refugees,6161,GTM
Guatemala,2008,Asylum-seekers,10253,GTM
Guatemala,2008,Refugees,5934,GTM
Guatemala,2009,Asylum-seekers,9113,GTM
Guatemala,2009,Refugees,5768,GTM
Guatemala,2010,Asylum-seekers,1029,GTM
Guatemala,2010,Refugees,5679,GTM
Guatemala,2011,Asylum-seekers,1108,GTM
Guatemala,2011,Refugees,6088,GTM
Guatemala,2012,Asylum-seekers,1332,GTM
